filename, language, XML, YAML, Markdown, Groovy, Python, Lua, Shell Script, Makefile, C++, C, HTML, comment, blank, total
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/finish_trajectory_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 15, 8, 44
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_all_submap_poses.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 15, 6, 50
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_all_submap_poses.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 15, 8, 44
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_constraints_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 15, 6, 46
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_constraints_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 15, 8, 44
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_landmark_poses_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 15, 6, 48
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_landmark_poses_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 15, 8, 44
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_landmark_poses_handler_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 15, 9, 84
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_local_to_global_transform_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 15, 6, 45
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_local_to_global_transform_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 15, 8, 45
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_submap_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 15, 6, 42
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_submap_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 15, 8, 42
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_trajectory_node_poses_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 15, 6, 57
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/get_trajectory_node_poses_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 15, 8, 44
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/is_trajectory_finished_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 15, 6, 42
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/is_trajectory_finished_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 15, 8, 43
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/is_trajectory_frozen_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 15, 6, 41
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/is_trajectory_frozen_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 15, 8, 43
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/load_state_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 15, 7, 54
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/load_state_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 15, 9, 48
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/receive_global_slam_optimizations_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 16, 10, 82
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/receive_global_slam_optimizations_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 15, 9, 50
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/receive_local_slam_results_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 18, 10, 91
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/receive_local_slam_results_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 15, 10, 51
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/run_final_optimization_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 15, 6, 43
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/run_final_optimization_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 15, 8, 44
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/set_landmark_pose_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 15, 6, 43
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/set_landmark_pose_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 15, 8, 44
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/set_landmark_pose_handler_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 15, 7, 64
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/write_state_handler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 15, 7, 59
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/handlers/write_state_handler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 15, 8, 43
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/local_trajectory_uploader.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 21, 28, 197
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/local_trajectory_uploader.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 20, 14, 65
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/map_builder_context_impl.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 15, 7, 48
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/map_builder_context_impl.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 87, 0, 0, 15, 18, 120
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/map_builder_context_interface.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 0, 24, 12, 101
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/map_builder_server.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 20, 25, 283
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/map_builder_server.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 108, 0, 0, 22, 20, 150
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/sensor/serialization.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 130, 0, 0, 16, 13, 159
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/sensor/serialization.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 15, 9, 70
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/testing/handler_test.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 15, 12, 83
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/testing/mock_local_trajectory_uploader.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 15, 7, 50
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/testing/mock_map_builder_context.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 15, 8, 69
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/testing/test_helpers.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 15, 10, 102
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/internal/testing/test_helpers.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 15, 10, 59
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/map_builder_server_interface.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 6, 22
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/map_builder_server_interface.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 24, 14, 61
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/map_builder_server_main.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 0, 17, 8, 84
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/map_builder_server_options.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 15, 7, 61
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/map_builder_server_options.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 15, 9, 39
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/metrics/prometheus/family_factory.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 138, 0, 0, 15, 30, 183
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/metrics/prometheus/family_factory.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 15, 11, 67
/home/msi/carto/carto_ros/src/cartographer/cartographer/cloud/metrics/prometheus/metrics_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 123, 0, 0, 15, 13, 151
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/blocking_queue.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 80, 0, 0, 45, 23, 148
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/blocking_queue_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 15, 19, 120
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/ceres_solver_options.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 15, 6, 46
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/ceres_solver_options.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 15, 8, 37
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/configuration_file_resolver.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 15, 9, 58
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/configuration_file_resolver.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 21, 10, 50
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/configuration_files_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 15, 7, 66
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/fixed_ratio_sampler.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 16, 9, 49
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/fixed_ratio_sampler.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 28, 14, 64
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/fixed_ratio_sampler_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 16, 10, 63
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/histogram.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 0, 15, 8, 83
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/histogram.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 37, 10, 64
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/internal/testing/thread_pool_for_testing.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 83, 0, 0, 15, 12, 110
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/internal/testing/thread_pool_for_testing.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 15, 14, 62
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/lockless_queue.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 44, 25, 175
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/lockless_queue_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 0, 3, 25
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/lua.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 15, 4, 23
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/lua_parameter_dictionary.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 357, 0, 0, 51, 66, 474
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/lua_parameter_dictionary.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 69, 0, 0, 47, 34, 150
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/lua_parameter_dictionary_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 15, 34, 224
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/lua_parameter_dictionary_test_helpers.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 15, 13, 59
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/make_unique.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 21, 12, 67
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/math.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 38, 16, 105
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/math_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 15, 10, 62
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/mutex.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 45, 26, 126
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/optional.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 15, 15, 70
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/optional_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 15, 9, 64
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/port.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 43, 0, 0, 55, 19, 117
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/rate_timer.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 30, 19, 141
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/rate_timer_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 15, 10, 63
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/task.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 77, 0, 0, 17, 14, 108
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/task.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 23, 20, 77
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/task_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 18, 17, 187
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/thread_pool.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 78, 0, 0, 18, 13, 109
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/thread_pool.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 32, 19, 97
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/thread_pool_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 141, 0, 0, 18, 17, 176
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/time.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 22, 8, 54
/home/msi/carto/carto_ros/src/cartographer/cartographer/common/time.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 40, 16, 84
/home/msi/carto/carto_ros/src/cartographer/cartographer/ground_truth/autogenerate_ground_truth_main.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 175, 0, 0, 25, 23, 223
/home/msi/carto/carto_ros/src/cartographer/cartographer/ground_truth/compute_relations_metrics_main.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 198, 0, 0, 20, 21, 239
/home/msi/carto/carto_ros/src/cartographer/cartographer/ground_truth/relations_text_file.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 15, 10, 63
/home/msi/carto/carto_ros/src/cartographer/cartographer/ground_truth/relations_text_file.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 23, 8, 42
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/color.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 17, 13, 72
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/color.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 17, 13, 56
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/coloring_points_processor.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 0, 15, 9, 61
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/coloring_points_processor.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 16, 14, 58
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/counting_points_processor.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 15, 10, 56
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/counting_points_processor.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 17, 12, 53
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/draw_trajectories.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 16, 10, 70
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/draw_trajectories.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 18, 8, 43
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/fake_file_writer.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 15, 10, 56
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/fake_file_writer.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 16, 10, 51
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/fake_file_writer_test.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 88, 0, 0, 15, 27, 130
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/file_writer.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 15, 10, 56
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/file_writer.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 20, 16, 72
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/fixed_ratio_sampling_points_processor.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 15, 10, 70
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/fixed_ratio_sampling_points_processor.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 17, 14, 62
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/frame_id_filtering_points_processor.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 47, 0, 0, 15, 9, 71
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/frame_id_filtering_points_processor.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 18, 11, 60
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/hybrid_grid_points_processor.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 2, 11, 70
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/hybrid_grid_points_processor.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 4, 13, 56
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/image.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 5, 20, 107
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/image.h, C++, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 26, 18, 80
/home/msi/carto/carto_ros/src/cartographer/cartographer/io/intensity_to_color_points_processor.cc, C++, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 15, 9, 68
